"","Station.Name","Year","Month","Day","Mean.Temp","Total.Precip","Chron.Date","Days.Since.Origin"
"755","HAMILTON RBG CS",2013,2,1,-7,0,02/01/13,762
"756","HAMILTON RBG CS",2013,2,2,-9,0.5,02/02/13,763
"757","HAMILTON RBG CS",2013,2,3,-9.5,0,02/03/13,764
"758","HAMILTON RBG CS",2013,2,4,-9.4,0,02/04/13,765
"759","HAMILTON RBG CS",2013,2,5,-9.3,0,02/05/13,766
"760","HAMILTON RBG CS",2013,2,6,-5.9,0,02/06/13,767
"761","HAMILTON RBG CS",2013,2,7,-4.2,0,02/07/13,768
"762","HAMILTON RBG CS",2013,2,8,-4.7,20.7,02/08/13,769
"763","HAMILTON RBG CS",2013,2,9,-9.6,0.2,02/09/13,770
"764","HAMILTON RBG CS",2013,2,10,-8.3,0,02/10/13,771
"765","HAMILTON RBG CS",2013,2,11,4.2,3.1,02/11/13,772
"766","HAMILTON RBG CS",2013,2,13,-2,0,02/13/13,774
"767","HAMILTON RBG CS",2013,2,14,-1.8,2,02/14/13,775
"768","HAMILTON RBG CS",2013,2,15,-3.3,0.2,02/15/13,776
"769","HAMILTON RBG CS",2013,2,16,-6.1,0.4,02/16/13,777
"770","HAMILTON RBG CS",2013,2,17,-10.8,0,02/17/13,778
"771","HAMILTON RBG CS",2013,2,18,-7.9,0,02/18/13,779
"772","HAMILTON RBG CS",2013,2,19,-0.1,9.9,02/19/13,780
"773","HAMILTON RBG CS",2013,2,20,-6.2,0.2,02/20/13,781
"774","HAMILTON RBG CS",2013,2,21,-7.2,0.2,02/21/13,782
"775","HAMILTON RBG CS",2013,2,22,-3,1.6,02/22/13,783
"776","HAMILTON RBG CS",2013,2,23,0.4,0.2,02/23/13,784
"777","HAMILTON RBG CS",2013,2,24,-0.2,0,02/24/13,785
"778","HAMILTON RBG CS",2013,2,25,-0.2,0,02/25/13,786
"779","HAMILTON RBG CS",2013,2,26,-0.4,24.4,02/26/13,787
"780","HAMILTON RBG CS",2013,2,27,0.9,16.1,02/27/13,788
"781","HAMILTON RBG CS",2013,2,28,1.8,1.4,02/28/13,789
"782","HAMILTON RBG CS",2013,3,1,-2.3,0,03/01/13,790
"783","HAMILTON RBG CS",2013,3,2,-3.8,0.2,03/02/13,791
"784","HAMILTON RBG CS",2013,3,3,-4.3,0,03/03/13,792
"785","HAMILTON RBG CS",2013,3,4,-4.4,0,03/04/13,793
"786","HAMILTON RBG CS",2013,3,5,-3.8,0,03/05/13,794
"787","HAMILTON RBG CS",2013,3,6,2.1,0,03/06/13,795
"788","HAMILTON RBG CS",2013,3,7,1.7,4.5,03/07/13,796
"789","HAMILTON RBG CS",2013,3,8,2.2,0,03/08/13,797
"790","HAMILTON RBG CS",2013,3,9,1.3,0.3,03/09/13,798
"791","HAMILTON RBG CS",2013,3,10,7.8,0,03/10/13,799
"792","HAMILTON RBG CS",2013,3,11,6.8,11.2,03/11/13,800
"793","HAMILTON RBG CS",2013,3,12,2.7,0.2,03/12/13,801
"794","HAMILTON RBG CS",2013,3,13,-1.8,2,03/13/13,802
"795","HAMILTON RBG CS",2013,3,14,-2.9,0,03/14/13,803
"796","HAMILTON RBG CS",2013,3,15,1.4,0,03/15/13,804
"797","HAMILTON RBG CS",2013,3,16,-3.4,0,03/16/13,805
"798","HAMILTON RBG CS",2013,3,17,-4,0,03/17/13,806
"799","HAMILTON RBG CS",2013,3,18,-1.7,4.3,03/18/13,807
"800","HAMILTON RBG CS",2013,3,19,-0.9,0.2,03/19/13,808
"801","HAMILTON RBG CS",2013,3,20,-2.8,0.2,03/20/13,809
"802","HAMILTON RBG CS",2013,3,21,-3.8,0.2,03/21/13,810
"803","HAMILTON RBG CS",2013,3,22,-0.7,0,03/22/13,811
"804","HAMILTON RBG CS",2013,3,23,0.9,0,03/23/13,812
"805","HAMILTON RBG CS",2013,3,24,-1,0,03/24/13,813
"806","HAMILTON RBG CS",2013,3,25,3.3,0,03/25/13,814
"807","HAMILTON RBG CS",2013,3,26,5.1,0,03/26/13,815
"808","HAMILTON RBG CS",2013,3,27,3.8,0,03/27/13,816
"809","HAMILTON RBG CS",2013,3,28,4.4,0,03/28/13,817
"810","HAMILTON RBG CS",2013,3,29,6.6,0,03/29/13,818
"811","HAMILTON RBG CS",2013,3,30,5.4,0,03/30/13,819
"812","HAMILTON RBG CS",2013,3,31,8.3,1.2,03/31/13,820
"813","HAMILTON RBG CS",2013,4,1,0.7,0.2,04/01/13,821
"814","HAMILTON RBG CS",2013,4,2,-1,0,04/02/13,822
"815","HAMILTON RBG CS",2013,4,3,-0.8,0,04/03/13,823
"816","HAMILTON RBG CS",2013,4,4,3.2,0,04/04/13,824
"817","HAMILTON RBG CS",2013,4,5,1.6,0,04/05/13,825
"818","HAMILTON RBG CS",2013,4,6,-0.5,0,04/06/13,826
"819","HAMILTON RBG CS",2013,4,7,10.3,0,04/07/13,827
"820","HAMILTON RBG CS",2013,4,8,4.3,6.9,04/08/13,828
"821","HAMILTON RBG CS",2013,4,9,9.6,22.1,04/09/13,829
"822","HAMILTON RBG CS",2013,4,10,5.8,14.1,04/10/13,830
"823","HAMILTON RBG CS",2013,4,11,2.8,11.4,04/11/13,831
"824","HAMILTON RBG CS",2013,4,12,3.8,21.5,04/12/13,832
"825","HAMILTON RBG CS",2013,4,13,4.4,1.1,04/13/13,833
"826","HAMILTON RBG CS",2013,4,14,5,0,04/14/13,834
"827","HAMILTON RBG CS",2013,4,15,9.1,0,04/15/13,835
"828","HAMILTON RBG CS",2013,4,16,9.4,0.6,04/16/13,836
"829","HAMILTON RBG CS",2013,4,17,5.7,1.8,04/17/13,837
"830","HAMILTON RBG CS",2013,4,18,16.1,5.4,04/18/13,838
"831","HAMILTON RBG CS",2013,4,19,12.7,0.9,04/19/13,839
"832","HAMILTON RBG CS",2013,4,20,0.6,0,04/20/13,840
"833","HAMILTON RBG CS",2013,4,21,0.4,0,04/21/13,841
"834","HAMILTON RBG CS",2013,4,22,4.4,0,04/22/13,842
"835","HAMILTON RBG CS",2013,4,23,5.6,0,04/23/13,843
"836","HAMILTON RBG CS",2013,4,24,8.6,9.3,04/24/13,844
"837","HAMILTON RBG CS",2013,4,25,5.9,1.9,04/25/13,845
"838","HAMILTON RBG CS",2013,4,26,6.2,0.3,04/26/13,846
"839","HAMILTON RBG CS",2013,4,27,9,0,04/27/13,847
"840","HAMILTON RBG CS",2013,4,28,8.8,12,04/28/13,848
"841","HAMILTON RBG CS",2013,4,29,9.4,1.1,04/29/13,849
"842","HAMILTON RBG CS",2013,4,30,12.4,0.3,04/30/13,850
"843","HAMILTON RBG CS",2013,5,1,14.1,0,05/01/13,851
"844","HAMILTON RBG CS",2013,5,2,12.3,0.3,05/02/13,852
"845","HAMILTON RBG CS",2013,5,3,11.6,0,05/03/13,853
"846","HAMILTON RBG CS",2013,5,4,11.9,0,05/04/13,854
"847","HAMILTON RBG CS",2013,5,5,14.1,0.3,05/05/13,855
"848","HAMILTON RBG CS",2013,5,6,12.9,0,05/06/13,856
"849","HAMILTON RBG CS",2013,5,7,14.4,0,05/07/13,857
"850","HAMILTON RBG CS",2013,5,8,14,0,05/08/13,858
"851","HAMILTON RBG CS",2013,5,9,18.9,0.2,05/09/13,859
"852","HAMILTON RBG CS",2013,5,10,12.2,17.9,05/10/13,860
"853","HAMILTON RBG CS",2013,5,11,9.9,0.2,05/11/13,861
"854","HAMILTON RBG CS",2013,5,12,5.8,1.4,05/12/13,862
"855","HAMILTON RBG CS",2013,5,13,5.6,0,05/13/13,863
"856","HAMILTON RBG CS",2013,5,14,6.9,0,05/14/13,864
"857","HAMILTON RBG CS",2013,5,15,16.9,0.4,05/15/13,865
"858","HAMILTON RBG CS",2013,5,16,16.2,0,05/16/13,866
"859","HAMILTON RBG CS",2013,5,17,10.4,0.3,05/17/13,867
"860","HAMILTON RBG CS",2013,5,18,12.5,0,05/18/13,868
"861","HAMILTON RBG CS",2013,5,19,13.5,0,05/19/13,869
"862","HAMILTON RBG CS",2013,5,20,17.6,5.9,05/20/13,870
"863","HAMILTON RBG CS",2013,5,21,19.9,0.5,05/21/13,871
"864","HAMILTON RBG CS",2013,5,24,8.6,0.2,05/24/13,874
"865","HAMILTON RBG CS",2013,5,25,10.5,0,05/25/13,875
"866","HAMILTON RBG CS",2013,5,26,12.6,0,05/26/13,876
"867","HAMILTON RBG CS",2013,5,28,11.8,41.4,05/28/13,878
"868","HAMILTON RBG CS",2013,5,29,19.6,6.3,05/29/13,879
"869","HAMILTON RBG CS",2013,5,30,24.8,0,05/30/13,880
"870","HAMILTON RBG CS",2013,5,31,24.4,3,05/31/13,881
"871","HAMILTON RBG CS",2013,6,1,22.7,1.2,06/01/13,882
"872","HAMILTON RBG CS",2013,6,2,16.3,4.9,06/02/13,883
"873","HAMILTON RBG CS",2013,6,3,12.5,0,06/03/13,884
"874","HAMILTON RBG CS",2013,6,4,13.8,0,06/04/13,885
"875","HAMILTON RBG CS",2013,6,5,13.4,0,06/05/13,886
"876","HAMILTON RBG CS",2013,6,6,12.9,2.8,06/06/13,887
"877","HAMILTON RBG CS",2013,6,7,13.6,0.2,06/07/13,888
"878","HAMILTON RBG CS",2013,6,8,17.3,0,06/08/13,889
"879","HAMILTON RBG CS",2013,6,9,16.5,0,06/09/13,890
"880","HAMILTON RBG CS",2013,6,10,15,20.5,06/10/13,891
"881","HAMILTON RBG CS",2013,6,11,19.7,3.4,06/11/13,892
"882","HAMILTON RBG CS",2013,6,12,17.3,0,06/12/13,893
"883","HAMILTON RBG CS",2013,6,13,17.6,13.8,06/13/13,894
"884","HAMILTON RBG CS",2013,6,14,17.6,0,06/14/13,895
"885","HAMILTON RBG CS",2013,6,15,16.5,0,06/15/13,896
"886","HAMILTON RBG CS",2013,6,16,21.4,2.7,06/16/13,897
"887","HAMILTON RBG CS",2013,6,17,20.6,0,06/17/13,898
"888","HAMILTON RBG CS",2013,6,18,16.9,0,06/18/13,899
"889","HAMILTON RBG CS",2013,6,19,13.9,0,06/19/13,900
"890","HAMILTON RBG CS",2013,6,20,15.3,0,06/20/13,901
"891","HAMILTON RBG CS",2013,6,21,17.8,0,06/21/13,902
"892","HAMILTON RBG CS",2013,6,22,22.2,9.3,06/22/13,903
"893","HAMILTON RBG CS",2013,6,23,25,0.3,06/23/13,904
"894","HAMILTON RBG CS",2013,6,24,26.5,0,06/24/13,905
"895","HAMILTON RBG CS",2013,6,25,24.6,0,06/25/13,906
"896","HAMILTON RBG CS",2013,6,26,24.4,3.9,06/26/13,907
"897","HAMILTON RBG CS",2013,6,27,19.9,0.3,06/27/13,908
"898","HAMILTON RBG CS",2013,6,28,20.6,13.1,06/28/13,909
"899","HAMILTON RBG CS",2013,6,29,20.2,0.2,06/29/13,910
"900","HAMILTON RBG CS",2013,6,30,18.6,0,06/30/13,911
"901","HAMILTON RBG CS",2013,7,1,20,0,07/01/13,912
"902","HAMILTON RBG CS",2013,7,2,18.4,0,07/02/13,913
"903","HAMILTON RBG CS",2013,7,4,23.6,1.6,07/04/13,915
"904","HAMILTON RBG CS",2013,7,5,23.4,15,07/05/13,916
"905","HAMILTON RBG CS",2013,7,6,23.8,5.4,07/06/13,917
"906","HAMILTON RBG CS",2013,7,7,24.3,1.1,07/07/13,918
"907","HAMILTON RBG CS",2013,7,8,25.2,4.4,07/08/13,919
"908","HAMILTON RBG CS",2013,7,9,23.7,1,07/09/13,920
"909","HAMILTON RBG CS",2013,7,10,23.6,0,07/10/13,921
"910","HAMILTON RBG CS",2013,7,11,20.3,0,07/11/13,922
"911","HAMILTON RBG CS",2013,7,12,19,0,07/12/13,923
"912","HAMILTON RBG CS",2013,7,13,20.1,0.2,07/13/13,924
"913","HAMILTON RBG CS",2013,7,14,22.6,0,07/14/13,925
"914","HAMILTON RBG CS",2013,7,15,25.5,0,07/15/13,926
"915","HAMILTON RBG CS",2013,7,19,27.3,43.6,07/19/13,930
"916","HAMILTON RBG CS",2013,7,20,23.6,3.2,07/20/13,931
"917","HAMILTON RBG CS",2013,7,21,18.4,0,07/21/13,932
"918","HAMILTON RBG CS",2013,7,22,19.2,0,07/22/13,933
"919","HAMILTON RBG CS",2013,7,23,21.5,0,07/23/13,934
"920","HAMILTON RBG CS",2013,7,24,16.6,0,07/24/13,935
"921","HAMILTON RBG CS",2013,7,25,16.4,0,07/25/13,936
"922","HAMILTON RBG CS",2013,7,26,16.7,0,07/26/13,937
"923","HAMILTON RBG CS",2013,7,27,19,2.3,07/27/13,938
"924","HAMILTON RBG CS",2013,7,28,17.3,0.6,07/28/13,939
"925","HAMILTON RBG CS",2013,7,29,17.6,0,07/29/13,940
"926","HAMILTON RBG CS",2013,7,30,19.1,0,07/30/13,941
"927","HAMILTON RBG CS",2013,7,31,18.6,6.6,07/31/13,942
"928","HAMILTON RBG CS",2013,8,1,20.6,19.8,08/01/13,943
"929","HAMILTON RBG CS",2013,8,2,19.3,13.7,08/02/13,944
"930","HAMILTON RBG CS",2013,8,3,19.6,0.3,08/03/13,945
"931","HAMILTON RBG CS",2013,8,4,17.6,0,08/04/13,946
"932","HAMILTON RBG CS",2013,8,5,17,0,08/05/13,947
"933","HAMILTON RBG CS",2013,8,6,18.5,0.2,08/06/13,948
"934","HAMILTON RBG CS",2013,8,7,22.9,0,08/07/13,949
"935","HAMILTON RBG CS",2013,8,8,22.9,0.2,08/08/13,950
"936","HAMILTON RBG CS",2013,8,9,22.3,0,08/09/13,951
"937","HAMILTON RBG CS",2013,8,10,17.9,0,08/10/13,952
"938","HAMILTON RBG CS",2013,8,11,17.2,0.3,08/11/13,953
"939","HAMILTON RBG CS",2013,8,12,18.9,2,08/12/13,954
"940","HAMILTON RBG CS",2013,8,13,15.2,0.2,08/13/13,955
"941","HAMILTON RBG CS",2013,8,14,16.8,0,08/14/13,956
"942","HAMILTON RBG CS",2013,8,15,16.6,0,08/15/13,957
"943","HAMILTON RBG CS",2013,8,16,18.7,0,08/16/13,958
"944","HAMILTON RBG CS",2013,8,17,18,0.2,08/17/13,959
"945","HAMILTON RBG CS",2013,8,18,19.1,0.2,08/18/13,960
"946","HAMILTON RBG CS",2013,8,19,21,0,08/19/13,961
"947","HAMILTON RBG CS",2013,8,21,24.8,0.2,08/21/13,963
"948","HAMILTON RBG CS",2013,8,22,23,0.5,08/22/13,964
"949","HAMILTON RBG CS",2013,8,23,18,0.2,08/23/13,965
"950","HAMILTON RBG CS",2013,8,24,17.5,0,08/24/13,966
"951","HAMILTON RBG CS",2013,8,25,19.6,0,08/25/13,967
"952","HAMILTON RBG CS",2013,8,26,23.2,10.4,08/26/13,968
"953","HAMILTON RBG CS",2013,8,27,24,8.8,08/27/13,969
"954","HAMILTON RBG CS",2013,8,28,22,0.3,08/28/13,970
"955","HAMILTON RBG CS",2013,8,30,23.8,0,08/30/13,972
"956","HAMILTON RBG CS",2013,8,31,23.3,0.2,08/31/13,973
"957","HAMILTON RBG CS",2013,9,1,20.9,0.2,09/01/13,974
"958","HAMILTON RBG CS",2013,9,2,19.6,1.3,09/02/13,975
"959","HAMILTON RBG CS",2013,9,3,17,0,09/03/13,976
"960","HAMILTON RBG CS",2013,9,4,19.2,0,09/04/13,977
"961","HAMILTON RBG CS",2013,9,5,13.2,0,09/05/13,978
"962","HAMILTON RBG CS",2013,9,6,14.2,0,09/06/13,979
"963","HAMILTON RBG CS",2013,9,7,17.6,14.6,09/07/13,980
"964","HAMILTON RBG CS",2013,9,8,14.3,0,09/08/13,981
"965","HAMILTON RBG CS",2013,9,9,14.9,0.2,09/09/13,982
"966","HAMILTON RBG CS",2013,9,10,26.1,0.2,09/10/13,983
"967","HAMILTON RBG CS",2013,9,11,26.1,16.2,09/11/13,984
"968","HAMILTON RBG CS",2013,9,12,18.5,1.8,09/12/13,985
"969","HAMILTON RBG CS",2013,9,13,12.1,0,09/13/13,986
"970","HAMILTON RBG CS",2013,9,14,12.1,0.3,09/14/13,987
"971","HAMILTON RBG CS",2013,9,15,14.7,0.8,09/15/13,988
"972","HAMILTON RBG CS",2013,9,16,9.8,0.2,09/16/13,989
"973","HAMILTON RBG CS",2013,9,17,9.3,0.2,09/17/13,990
"974","HAMILTON RBG CS",2013,9,18,13.1,0,09/18/13,991
"975","HAMILTON RBG CS",2013,9,19,15.1,0,09/19/13,992
"976","HAMILTON RBG CS",2013,9,20,19.1,6.7,09/20/13,993
"977","HAMILTON RBG CS",2013,9,21,14.2,31.8,09/21/13,994
"978","HAMILTON RBG CS",2013,9,22,10.5,0.2,09/22/13,995
"979","HAMILTON RBG CS",2013,9,23,10.9,0,09/23/13,996
"980","HAMILTON RBG CS",2013,9,24,10.7,0,09/24/13,997
"981","HAMILTON RBG CS",2013,9,25,12,0,09/25/13,998
"982","HAMILTON RBG CS",2013,9,26,13.3,0,09/26/13,999
"983","HAMILTON RBG CS",2013,9,27,12.5,0,09/27/13,1000
"984","HAMILTON RBG CS",2013,9,28,15,0,09/28/13,1001
"985","HAMILTON RBG CS",2013,9,29,17.6,0.2,09/29/13,1002
"986","HAMILTON RBG CS",2013,9,30,17.9,1.4,09/30/13,1003
"987","HAMILTON RBG CS",2013,10,1,18.5,0.2,10/01/13,1004
"988","HAMILTON RBG CS",2013,10,2,16.6,0,10/02/13,1005
"989","HAMILTON RBG CS",2013,10,3,12.9,8.1,10/03/13,1006
"990","HAMILTON RBG CS",2013,10,4,16.1,2.6,10/04/13,1007
"991","HAMILTON RBG CS",2013,10,5,15.9,5.7,10/05/13,1008
"992","HAMILTON RBG CS",2013,10,6,16.9,1.4,10/06/13,1009
"993","HAMILTON RBG CS",2013,10,7,13.2,11.6,10/07/13,1010
"994","HAMILTON RBG CS",2013,10,8,12.6,0,10/08/13,1011
"995","HAMILTON RBG CS",2013,10,9,11.4,0.2,10/09/13,1012
"996","HAMILTON RBG CS",2013,10,10,11.8,0,10/10/13,1013
"997","HAMILTON RBG CS",2013,10,11,11.7,0,10/11/13,1014
"998","HAMILTON RBG CS",2013,10,12,11.5,0,10/12/13,1015
"999","HAMILTON RBG CS",2013,10,13,14,5.4,10/13/13,1016
"1000","HAMILTON RBG CS",2013,10,14,11.2,0.3,10/14/13,1017
"1001","HAMILTON RBG CS",2013,10,15,11.4,0,10/15/13,1018
"1002","HAMILTON RBG CS",2013,10,16,15.7,7.2,10/16/13,1019
"1003","HAMILTON RBG CS",2013,10,17,14,6.8,10/17/13,1020
"1004","HAMILTON RBG CS",2013,10,18,11.2,0,10/18/13,1021
"1005","HAMILTON RBG CS",2013,10,19,7.6,6.5,10/19/13,1022
"1006","HAMILTON RBG CS",2013,10,20,7.9,0.2,10/20/13,1023
"1007","HAMILTON RBG CS",2013,10,21,11.8,9.4,10/21/13,1024
"1008","HAMILTON RBG CS",2013,10,22,5.9,0.3,10/22/13,1025
"1009","HAMILTON RBG CS",2013,10,23,5,0.2,10/23/13,1026
"1010","HAMILTON RBG CS",2013,10,24,4.8,0.4,10/24/13,1027
"1011","HAMILTON RBG CS",2013,10,26,5.6,11.9,10/26/13,1029
"1012","HAMILTON RBG CS",2013,10,27,5.5,0,10/27/13,1030
"1013","HAMILTON RBG CS",2013,10,30,5.9,0,10/30/13,1033
"1014","HAMILTON RBG CS",2013,10,31,10.7,16.1,10/31/13,1034
"1015","HAMILTON RBG CS",2013,11,1,12.8,1.7,11/01/13,1035
"1016","HAMILTON RBG CS",2013,11,2,5,3.5,11/02/13,1036
"1017","HAMILTON RBG CS",2013,11,3,-0.8,0,11/03/13,1037
"1018","HAMILTON RBG CS",2013,11,4,-0.1,0,11/04/13,1038
"1019","HAMILTON RBG CS",2013,11,5,6.4,0,11/05/13,1039
"1020","HAMILTON RBG CS",2013,11,6,12.3,10.7,11/06/13,1040
"1021","HAMILTON RBG CS",2013,11,7,5.6,0,11/07/13,1041
"1022","HAMILTON RBG CS",2013,11,8,3.7,0,11/08/13,1042
"1023","HAMILTON RBG CS",2013,11,9,6.1,0,11/09/13,1043
"1024","HAMILTON RBG CS",2013,11,10,5.3,0.2,11/10/13,1044
"1025","HAMILTON RBG CS",2013,11,11,3,0.5,11/11/13,1045
"1026","HAMILTON RBG CS",2013,11,12,-0.7,0,11/12/13,1046
"1027","HAMILTON RBG CS",2013,11,13,0.1,0,11/13/13,1047
"1028","HAMILTON RBG CS",2013,11,14,5.7,0,11/14/13,1048
"1029","HAMILTON RBG CS",2013,11,15,8.9,0,11/15/13,1049
"1030","HAMILTON RBG CS",2013,11,16,7.5,0,11/16/13,1050
"1031","HAMILTON RBG CS",2013,11,17,12.9,11.3,11/17/13,1051
"1032","HAMILTON RBG CS",2013,11,18,6.9,0.2,11/18/13,1052
"1033","HAMILTON RBG CS",2013,11,19,-0.1,0,11/19/13,1053
"1034","HAMILTON RBG CS",2013,11,20,-1,0.3,11/20/13,1054
"1035","HAMILTON RBG CS",2013,11,21,2.2,1.8,11/21/13,1055
"1036","HAMILTON RBG CS",2013,11,22,4.1,3,11/22/13,1056
"1037","HAMILTON RBG CS",2013,11,23,-4.3,1,11/23/13,1057
"1038","HAMILTON RBG CS",2013,11,24,-7.2,0,11/24/13,1058
"1039","HAMILTON RBG CS",2013,11,25,-3.1,0,11/25/13,1059
"1040","HAMILTON RBG CS",2013,11,26,0.3,3.3,11/26/13,1060
"1041","HAMILTON RBG CS",2013,11,27,-2.7,0.5,11/27/13,1061
"1042","HAMILTON RBG CS",2013,11,29,-5.5,0.2,11/29/13,1063
"1043","HAMILTON RBG CS",2013,11,30,-2.3,0,11/30/13,1064
"1044","HAMILTON RBG CS",2013,12,1,2.6,0,12/01/13,1065
"1045","HAMILTON RBG CS",2013,12,2,1.3,0,12/02/13,1066
"1046","HAMILTON RBG CS",2013,12,3,-1,0,12/03/13,1067
"1047","HAMILTON RBG CS",2013,12,4,3.7,2,12/04/13,1068
"1048","HAMILTON RBG CS",2013,12,6,0.3,0,12/06/13,1070
"1049","HAMILTON RBG CS",2013,12,7,-4.7,0,12/07/13,1071
"1050","HAMILTON RBG CS",2013,12,8,-5.2,0,12/08/13,1072
"1051","HAMILTON RBG CS",2013,12,9,-1,0.4,12/09/13,1073
"1052","HAMILTON RBG CS",2013,12,10,-6.1,0,12/10/13,1074
"1053","HAMILTON RBG CS",2013,12,11,-7.7,0,12/11/13,1075
"1054","HAMILTON RBG CS",2013,12,12,-10.2,0,12/12/13,1076
"1055","HAMILTON RBG CS",2013,12,13,-7,0.2,12/13/13,1077
"1056","HAMILTON RBG CS",2013,12,14,-8.8,13.4,12/14/13,1078
"1057","HAMILTON RBG CS",2013,12,15,-7.6,1.3,12/15/13,1079
"1058","HAMILTON RBG CS",2013,12,16,-11.8,0,12/16/13,1080
"1059","HAMILTON RBG CS",2013,12,17,-9.8,2.5,12/17/13,1081
"1060","HAMILTON RBG CS",2013,12,18,-2.7,0,12/18/13,1082
"1061","HAMILTON RBG CS",2013,12,19,0.7,1.3,12/19/13,1083
"1062","HAMILTON RBG CS",2013,12,20,0.8,16.6,12/20/13,1084
"1063","HAMILTON RBG CS",2013,12,21,0.6,18.8,12/21/13,1085
"1064","HAMILTON RBG CS",2013,12,22,0.3,22.8,12/22/13,1086
"1065","HAMILTON RBG CS",2013,12,23,-2.4,0.4,12/23/13,1087
"1066","HAMILTON RBG CS",2013,12,24,-10.8,1.6,12/24/13,1088
"1067","HAMILTON RBG CS",2013,12,25,-11.4,0.4,12/25/13,1089
"1068","HAMILTON RBG CS",2013,12,26,-3.5,1.6,12/26/13,1090
"1069","HAMILTON RBG CS",2013,12,27,-1.6,0.6,12/27/13,1091
"1070","HAMILTON RBG CS",2013,12,28,4.5,0,12/28/13,1092
"1071","HAMILTON RBG CS",2013,12,29,0.5,0,12/29/13,1093
"1072","HAMILTON RBG CS",2013,12,30,-7.4,0,12/30/13,1094
"1073","HAMILTON RBG CS",2013,12,31,-8.2,1.3,12/31/13,1095
"1074","HAMILTON RBG CS",2014,1,1,-10.4,0.2,01/01/14,1096
"1075","HAMILTON RBG CS",2014,1,2,-16.5,2.2,01/02/14,1097
"1076","HAMILTON RBG CS",2014,1,3,-15.3,0,01/03/14,1098
"1077","HAMILTON RBG CS",2014,1,4,-3.9,0,01/04/14,1099
"1078","HAMILTON RBG CS",2014,1,5,-0.5,16.2,01/05/14,1100
"1079","HAMILTON RBG CS",2014,1,6,-10,5.4,01/06/14,1101
"1080","HAMILTON RBG CS",2014,1,7,-19.8,0.2,01/07/14,1102
"1081","HAMILTON RBG CS",2014,1,8,-12.2,0,01/08/14,1103
"1082","HAMILTON RBG CS",2014,1,9,-10.7,0.6,01/09/14,1104
"1083","HAMILTON RBG CS",2014,1,10,-3.7,3.2,01/10/14,1105
"1084","HAMILTON RBG CS",2014,1,11,4.2,11.3,01/11/14,1106
"1085","HAMILTON RBG CS",2014,1,12,2.2,0.2,01/12/14,1107
"1086","HAMILTON RBG CS",2014,1,13,4.9,0,01/13/14,1108
"1087","HAMILTON RBG CS",2014,1,14,1.3,0.2,01/14/14,1109
"1088","HAMILTON RBG CS",2014,1,16,-2.9,0.4,01/16/14,1111
"1089","HAMILTON RBG CS",2014,1,17,0.4,2.2,01/17/14,1112
"1090","HAMILTON RBG CS",2014,1,18,-5.6,0.2,01/18/14,1113
"1091","HAMILTON RBG CS",2014,1,19,-5.3,0,01/19/14,1114
"1092","HAMILTON RBG CS",2014,1,20,-8.1,0,01/20/14,1115
"1093","HAMILTON RBG CS",2014,1,22,-17.6,0.3,01/22/14,1117
"1094","HAMILTON RBG CS",2014,1,23,-14.5,0.6,01/23/14,1118
"1095","HAMILTON RBG CS",2014,1,24,-12.9,0.4,01/24/14,1119
"1096","HAMILTON RBG CS",2014,1,25,-9.5,2,01/25/14,1120
"1097","HAMILTON RBG CS",2014,1,26,-11,0.4,01/26/14,1121
"1098","HAMILTON RBG CS",2014,1,27,-10.9,2.7,01/27/14,1122
"1099","HAMILTON RBG CS",2014,1,28,-16.8,0.2,01/28/14,1123
"1100","HAMILTON RBG CS",2014,1,29,-14.2,0,01/29/14,1124
"1101","HAMILTON RBG CS",2014,1,30,-7.5,0,01/30/14,1125
"1102","HAMILTON RBG CS",2014,1,31,-1.2,0,01/31/14,1126
"1103","HAMILTON RBG CS",2014,2,1,-0.4,15,02/01/14,1127
"1104","HAMILTON RBG CS",2014,2,2,-3.7,0.3,02/02/14,1128
"1105","HAMILTON RBG CS",2014,2,3,-8.5,0,02/03/14,1129
"1106","HAMILTON RBG CS",2014,2,4,-9.9,2,02/04/14,1130
"1107","HAMILTON RBG CS",2014,2,5,-9.8,9.5,02/05/14,1131
"1108","HAMILTON RBG CS",2014,2,6,-12.7,0.2,02/06/14,1132
"1109","HAMILTON RBG CS",2014,2,7,-12.4,0,02/07/14,1133
"1110","HAMILTON RBG CS",2014,2,8,-13.4,0.2,02/08/14,1134
"1111","HAMILTON RBG CS",2014,2,10,-10.3,0,02/10/14,1136
"1112","HAMILTON RBG CS",2014,2,11,-15.5,0,02/11/14,1137
"1113","HAMILTON RBG CS",2014,2,12,-15.3,0,02/12/14,1138
"1114","HAMILTON RBG CS",2014,2,13,-9.8,0,02/13/14,1139
"1115","HAMILTON RBG CS",2014,2,14,-4,0.2,02/14/14,1140
"1116","HAMILTON RBG CS",2014,2,15,-9.2,0,02/15/14,1141
"1117","HAMILTON RBG CS",2014,2,16,-12.2,1.1,02/16/14,1142
"1118","HAMILTON RBG CS",2014,2,17,-13.1,2.7,02/17/14,1143
"1119","HAMILTON RBG CS",2014,2,18,-3.1,2.1,02/18/14,1144
"1120","HAMILTON RBG CS",2014,2,19,0.2,0.2,02/19/14,1145
"1121","HAMILTON RBG CS",2014,2,20,-1.1,16.1,02/20/14,1146
"1122","HAMILTON RBG CS",2014,2,21,2.8,6.3,02/21/14,1147
